Abbott, George Manlove|George Abbott
Campbell, Alan|Alan Campbell

Campbell, Alan Lockhart, Jr.|Alan Campbell

Campbell, Cecil James Henry|James Campbell

Campbell, Colin|Colin Campbell

Campbell, Colin|Colin Campbell Mckenzie

Campbell, George Washington|George Campbell

Campbell, James Fromhart|James Campbell

Campbell, James Hepburn|James Campbell

Campbell, John|John Campbell

Campbell, John|John Campbell

Campbell, John|John Campbell

Campbell, John|John Campbell Elliott

Campbell, John|John G. Campbell

Campbell, John|John Hull Campbell

Campbell, John|John Malcolm Campbell

Campbell, John|John Murray Campbell

Campbell, John|John St. John

Campbell, John|John Thomas Campbell

Campbell, John C.|John Campbell

Campbell, John C.|John Campbell

Campbell, John C.|John Campbell

Campbell, Piper Anne Wind|Anne Campbell

Campbell, Ronald Ian|Ian Campbell

Campins, Luis Herrera|Luis Herrera Campins

Campion, John E.|John Campion

Canning, George|George Canning

Capper, Arthur|Arthur Capper

Cardwell, John|John St. John

Carlier, Georges|George Calvert

Carlier, Georges|George Pargiter

Carlier, Georges|George R. Carter

Carlson, Edward E.|Edvard Carleson

Carlson, Frank|Frank Carlson

Carlsson, Ingvar|Ingvar Carlsson

Carlucci, Frank Charles, III|Charles

Carnahan, Albert Sidney Johnson|Albert Johnson

Carolet, Pierre Louis|Louis

Carpenter, David Gordon|David Gordon

Carpenter, William T., Jr.|William Carpenter

Carr, James K.|James Carr

Carstens, Karl|Karl Carstens

Carswell, Robert|Roberto Castelli

Carter, John Ridgely|John Carter

Carter, John Ridgely|John Carter

Carter, John Ridgely|John Carter

Carter, William Beverly, Jr.|William Carter

Carter, William G.|William Carter

Carter, William Hodding, III|William Carter

Cary, Charles O.|Charles

Cary, John B.|Jon Carey

Case, Clifford Philip, Jr.|Clifford Case

Casey, William Joseph|Joseph Casey

Cason, James Caldwell|James Caldwell

Cassidy, John|John St. John

Castelo Branco, Humberto de Alencar|Humberto De Alencar Castelo Branco

Castillo Armas, Carlos|Carlos Castillo Armas

Castro, Fidel|Jaime Castro Castro

Castro, Raúl|Jaime Castro Castro

Catroux, Georges|George Cox

Catroux, Georges|George Troup

Cavanaugh, John|John Joseph Cavanaugh Iii

Cavanaugh, John|John St. John

Cavanaugh, Louis N., Jr.|Louis

Cavell, Nik|Nik Abdul Aziz Nik Mat

Cavell, Nik|Nik Nazmi Nik Ahmad

Cecil, Charles O.|Charles

Cederberg, Elford Albin (“Al”)|Elford Albin Cederberg

Cevallos, Rodrigo Borja|Rodrigo Borja Cevallos

Chain, John Thomas, Jr.|John Thomas

Chamberlain, Charles E.|Charles

Chancellor, John|John St. John

Chandler, Joseph Ripley|Joseph Ripley Chandler

Chang Chang-kuk|Chiang Ching Kuo

Chang Chang-kuk|Han Changfu

Chang Chien|Chiang Chen

Chang Chih-chung|Huang Chih Hsiung

Chang Chung|Chan Yung

Chang Chung|Chiang Chen

Chang Han-fu|Han Changfu

Chang Myon|Chang Myon

Charles|Adrien Charles Deshommets De Martainville

Charles|Alexander Charles Barclay

Charles|Andrew Charles Elliott

Charles|Bob Charles

Charles|Camille Charles Leclerc

Charles|Charles A. Barnard

Charles|Charles A. Baumhauer

Charles|Charles A. Black

Charles|Charles A. Boutelle

Charles|Charles A. Busiel

Charles|Charles A. Christopherson

Charles|Charles A. Cogswell

Charles|Charles A. Cook

Charles|Charles A. Eldredge

Charles|Charles A. Foote

Charles|Charles A. Mason

Charles|Charles A. Mooney

Charles|Charles A. Pascal Jr.

Charles|Charles A. Peterson

Charles|Charles A. Reynolds

Charles|Charles A. Scofield

Charles|Charles A. Sprague

Charles|Charles A. Templeton

Charles|Charles A. Towne

Charles|Charles A. Wolverton

Charles|Charles A. Woodward

Charles|Charles A'court

Charles|Charles Addison Russell

Charles|Charles Adermann

Charles|Charles Adkins

Charles|Charles Agar

Charles|Charles Alan Pownall

Charles|Charles Albert Creery Hardy

Charles|Charles Albert Plumley

Charles|Charles Albright

Charles|Charles Alexander Best

Charles|Charles Alexander Magrath

Charles|Charles Allen

Charles|Charles Anderson

Charles|Charles Anderson

Charles|Charles Anson Bond

Charles|Charles Archer

Charles|Charles Armijo Woodruff

Charles|Charles Arthur Ayre

Charles|Charles Arthur Everett

Charles|Charles Aubrey Eaton

Charles|Charles August Lindbergh

Charles|Charles Augustus Barnitz

Charles|Charles Augustus Fitzroy

Charles|Charles Augustus Semlin

Charles|Charles Augustus Wheaton

Charles|Charles Aurelius Smith

Charles|Charles Avila Séguin

Charles|Charles B. Benedict

Charles|Charles B. Clark

Charles|Charles B. Deane

Charles|Charles B. Farwell

Charles|Charles B. Harrison

Charles|Charles B. Lockhart

Charles|Charles B. Mcclintock

Charles|Charles B. Mclaughlin

Charles|Charles B. Moores

Charles|Charles B. Whitnall

Charles|Charles Ball

Charles|Charles Ballard

Charles|Charles Barnes

Charles|Charles Barrell

Charles|Charles Barwig

Charles|Charles Batt

Charles|Charles Baxter

Charles|Charles Beard Izard

Charles|Charles Beattie

Charles|Charles Bélec

Charles|Charles Bellringer

Charles|Charles Bennett

Charles|Charles Berthézenne

Charles|Charles Best

Charles|Charles Biddle Shepard

Charles|Charles Bigg Wither

Charles|Charles Billinghurst

Charles|Charles Blunt

Charles|Charles Bodle

Charles|Charles Borland

Charles|Charles Boucher De Boucherville

Charles|Charles Bowles

Charles|Charles Box

Charles|Charles Bradlaugh

Charles|Charles Brantley Aycock

Charles|Charles Brown

Charles|Charles Brown

Charles|Charles Brown

Charles|Charles Brown

Charles|Charles Browne

Charles|Charles Brun

Charles|Charles Bruno Blondeau

Charles|Charles Burpee

Charles|Charles Burson

Charles|Charles Button

Charles|Charles C. Ellsworth

Charles|Charles C. Gossett

Charles|Charles C. Moore

Charles|Charles C. P. Arndt

Charles|Charles C. Smith

Charles|Charles C. Stratton

Charles|Charles C. Swartz

Charles|Charles C. Van Zandt

Charles|Charles Caccia

Charles|Charles Calder

Charles|Charles Calvert

Charles|Charles Calvert

Charles|Charles Calvert

Charles|Charles Calvin Bowman

Charles|Charles Campbell

Charles|Charles Cannon

Charles|Charles Carnan Ridgely

Charles|Charles Carroll of_Carrollton

Charles|Charles Carroll the_Settler

Charles|Charles Casuscelli

Charles|Charles Cathmer Ross

Charles|Charles Cecil Cotes

Charles|Charles Chambon

Charles|Charles Chaumet

Charles|Charles Christie Graham

Charles|Charles Christopher Trowbridge

Charles|Charles Clark

Charles|Charles Clark

Charles|Charles Claude Ange Monneron

Charles|Charles Cockroft

Charles|Charles Constantine Hodgins

Charles|Charles Cornwallis

Charles|Charles Cousin Montauban

Charles|Charles Craven

Charles|Charles Crompton

Charles|Charles Crookham

Charles|Charles Croswell

Charles|Charles Culley

Charles|Charles Cutler

Charles|Charles Cyrus Kearns

Charles|Charles D. B. King

Charles|Charles D. Beckwith

Charles|Charles D. Carter

Charles|Charles D. Kimball

Charles|Charles D. Mcewen

Charles|Charles D. Millard

Charles|Charles Daley

Charles|Charles David Cuming

Charles|Charles Davidson

Charles|Charles Davies

Charles|Charles Davis

Charles|Charles De Bonchamps

Charles|Charles De Brouckère

Charles|Charles De Courson

Charles|Charles De La Verpillière

Charles|Charles De Larcy

Charles|Charles Debbas

Charles|Charles Deblois

Charles|Charles Delano

Charles|Charles Delemere Haines

Charles|Charles Delmer Coyle

Charles|Charles Dennison Sweet

Charles|Charles Dickie

Charles|Charles Diggs

Charles|Charles Douglas Iii

Charles|Charles Dow Richards

Charles|Charles Downing

Charles|Charles Drain

Charles|Charles Duclerc

Charles|Charles Duncan

Charles|Charles Dupuy

Charles|Charles Duquette

Charles|Charles Durkee

Charles|Charles E. Barkley

Charles|Charles E. Browne

Charles|Charles E. Creager

Charles|Charles E. Disbrow

Charles|Charles E. Dow

Charles|Charles E. Dudley

Charles|Charles E. Hammersley

Charles|Charles E. James

Charles|Charles E. Nash

Charles|Charles E. Nelson

Charles|Charles E. Potter

Charles|Charles E. Roesch

Charles|Charles E. Sebastian

Charles|Charles E. Stuart

Charles|Charles E. Townsend

Charles|Charles Earland Anderson

Charles|Charles Eden

Charles|Charles Edison

Charles|Charles Edmund Boyle

Charles|Charles Edmund Raven

Charles|Charles Edward Bennett

Charles|Charles Edward Bothwell

Charles|Charles Edward Bruce

Charles|Charles Edward Hamilton

Charles|Charles Edward Hanna

Charles|Charles Edward Haughton

Charles|Charles Edward Herbert

Charles|Charles Edward Johnston

Charles|Charles Edward Snodgrass

Charles|Charles Edwin Long

Charles|Charles Edwin Thompson

Charles|Charles Elijah Fish

Charles|Charles Elliott

Charles|Charles Elliott Johnson

Charles|Charles Elwood Brown

Charles|Charles English

Charles|Charles Evans

Charles|Charles F. Bishop

Charles|Charles F. Cooper

Charles|Charles F. Curry

Charles|Charles F. Hackmeyer

Charles|Charles F. Hurley

Charles|Charles F. Sprague

Charles|Charles F. Weaver

Charles|Charles Fanshawe

Charles|Charles Fenton

Charles|Charles Fenton

Charles|Charles Fiterman

Charles|Charles Fletcher Johnson

Charles|Charles Floquet

Charles|Charles Foster

Charles|Charles Francis Adams Sr.

Charles|Charles Franklin Farwell

Charles|Charles Frazer

Charles|Charles Frederick Barber

Charles|Charles Frederick Barclay

Charles|Charles Frederick Houghton

Charles|Charles Frost

Charles|Charles G. Atherton

Charles|Charles G. Bennett

Charles|Charles G. Bohannan

Charles|Charles G. Bond

Charles|Charles G. Conn

Charles|Charles G. Dewitt

Charles|Charles G. Hawkins

Charles|Charles G. Washburn

Charles|Charles G. Williams

Charles|Charles Gairdner

Charles|Charles Gallagher

Charles|Charles Gardner

Charles|Charles George Fletcher

Charles|Charles Gibson

Charles|Charles Gilbert White

Charles|Charles Goodell

Charles|Charles Goodyear

Charles|Charles Gordon Edwards

Charles|Charles Graham

Charles|Charles Graham

Charles|Charles Grant

Charles|Charles Grant Macneil

Charles|Charles Gray

Charles|Charles Grey

Charles|Charles Griffiths

Charles|Charles Groves Wright Anderson

Charles|Charles Gubser

Charles|Charles Guené

Charles|Charles H. Adams

Charles|Charles H. Bartlett

Charles|Charles H. Bell

Charles|Charles H. Gartrell

Charles|Charles H. Labillois

Charles|Charles H. Larrabee

Charles|Charles H. Leavy

Charles|Charles H. Mills

Charles|Charles H. O'neill

Charles|Charles H. Peaslee

Charles|Charles H. Percy

Charles|Charles H. Reardon

Charles|Charles H. Sawyer

Charles|Charles H. Sheldon

Charles|Charles H. Stanley

Charles|Charles H. Stewart

Charles|Charles H. Taylor

Charles|Charles H. Thompson

Charles|Charles H. Turner

Charles|Charles H. Voorhis

Charles|Charles H. Weisse

Charles|Charles H. Wilson

Charles|Charles Haight

Charles|Charles Hall

Charles|Charles Hall Dillon

Charles|Charles Hand

Charles|Charles Hardy

Charles|Charles Harrison

Charles|Charles Harrison

Charles|Charles Harrison

Charles|Charles Harrison

Charles|Charles Harrison Brown

Charles|Charles Harvey Combe

Charles|Charles Hastings Barton

Charles|Charles Hawker

Charles|Charles Hawks

Charles|Charles Hawley

Charles|Charles Hayes

Charles|Charles Henderson

Charles|Charles Henderson

Charles|Charles Hendry

Charles|Charles Henning

Charles|Charles Henry

Charles|Charles Henry Darling

Charles|Charles Henry Munger

Charles|Charles Henry Sitch

Charles|Charles Herbert Allen

Charles|Charles Herbert Brereton

Charles|Charles Herbert Joyce

Charles|Charles Heydon

Charles|Charles Hiller Innes

Charles|Charles Hillman Brough

Charles|Charles Himrod

Charles|Charles Ho

Charles|Charles Hobson

Charles|Charles Hoggins

Charles|Charles Holder

Charles|Charles Hooks

Charles|Charles Hopewell

Charles|Charles Howard

Charles|Charles Howard

Charles|Charles Howell

Charles|Charles Howroyd

Charles|Charles Hubbard

Charles|Charles Hudson

Charles|Charles Humphrey Atherton

Charles|Charles Hunter Brown

Charles|Charles I. Faddis

Charles|Charles Irving

Charles|Charles J. Bell

Charles|Charles J. Carney

Charles|Charles J. Faulkner

Charles|Charles J. Hynes

Charles|Charles J. Jenkins

Charles|Charles J. Kersten

Charles|Charles J. Mccarthy

Charles|Charles J. O'byrne

Charles|Charles J. Osman

Charles|Charles J. Thompson

Charles|Charles Jackson

Charles|Charles James

Charles|Charles James Hamilton

Charles|Charles James Mathew

Charles|Charles James Monk

Charles|Charles Jamieson

Charles|Charles Janes

Charles|Charles Jérémie Coulombe

Charles|Charles John Biddle

Charles|Charles John Kemeys Tynte

Charles|Charles Johnson

Charles|Charles Jonas Thornton

Charles|Charles Jones

Charles|Charles Joseph Morrissy

Charles|Charles K. Fletcher

Charles|Charles K. Krieger

Charles|Charles K. Williams

Charles|Charles Keith Taylor

Charles|Charles Kemeys Kemeys Tynte

Charles|Charles Kuehn

Charles|Charles L. Glover

Charles|Charles L. Lewis

Charles|Charles L. Mcnary

Charles|Charles L. Moses

Charles|Charles L. Richards

Charles|Charles L. Robinson

Charles|Charles L. Smith

Charles|Charles L. Underhill

Charles|Charles L. Weltner

Charles|Charles Lafayette Bartlett

Charles|Charles Lamarche

Charles|Charles Lamb

Charles|Charles Lamp

Charles|Charles Langdale

Charles|Charles Layman

Charles|Charles Lee

Charles|Charles Lennox Wyke

Charles|Charles Lewis

Charles|Charles Lewis Beale

Charles|Charles Lieb

Charles|Charles Loughlin

Charles|Charles Louis Bernard De Cléron

Charles|Charles M. Dale

Charles|Charles M. Floyd

Charles|Charles M. Strauss

Charles|Charles Macarthur

Charles|Charles Mackay

Charles|Charles Mackellar

Charles|Charles Macnaughton

Charles|Charles Macsorley

Charles|Charles Maitland Macfie

Charles|Charles Mallet

Charles|Charles Mangion

Charles|Charles Manley Smith

Charles|Charles Manly

Charles|Charles Manly Stedman

Charles|Charles Margai

Charles|Charles Markham

Charles|Charles Marr

Charles|Charles Marsh

Charles|Charles Martin

Charles|Charles Martin Bowman

Charles|Charles Marvin

Charles|Charles Mathias

Charles|Charles Maurice Cabart Danneville

Charles|Charles Maynard

Charles|Charles Mccrea

Charles|Charles Mcdonald

Charles|Charles Mcdowall

Charles|Charles Mcelman

Charles|Charles Mcgill Hamilton

Charles|Charles Mcgrath

Charles|Charles Mchugh

Charles|Charles Mcilveen

Charles|Charles Mcintosh

Charles|Charles Mckeen

Charles|Charles Mclawhorn

Charles|Charles Mcneill Gray

Charles|Charles Melbourne

Charles|Charles Memorial Hamilton

Charles|Charles Merritt

Charles|Charles Metz

Charles|Charles Middleton

Charles|Charles Millard

Charles|Charles Millon

Charles|Charles Minton Baker

Charles|Charles Mok

Charles|Charles Moran

Charles|Charles Morgan

Charles|Charles Morgan Norwood

Charles|Charles Morton Dunn

Charles|Charles Munn

Charles|Charles N. Brumm

Charles|Charles N. Crosby

Charles|Charles N. Haskell

Charles|Charles N. Herreid

Charles|Charles N. Lamison

Charles|Charles N. Orr

Charles|Charles Napier Smith

Charles|Charles Newell Carter

Charles|Charles Nicholson

Charles|Charles Nirmalanathan

Charles|Charles Norris Nicholson

Charles|Charles O. Andrews

Charles|Charles O. Porter

Charles|Charles O. Wright

Charles|Charles O'connor

Charles|Charles Oakes

Charles|Charles Ogle

Charles|Charles Oldham

Charles|Charles Orin Cunningham

Charles|Charles Owen O'conor

Charles|Charles P. Cary

Charles|Charles P. Clever

Charles|Charles P. Nelson

Charles|Charles P. Smith

Charles|Charles Paget

Charles|Charles Paine

Charles|Charles Pannell

Charles|Charles Parent

Charles|Charles Perkins

Charles|Charles Perkins Thompson

Charles|Charles Phelps Taft Ii

Charles|Charles Pierrepont

Charles|Charles Pierrepont

Charles|Charles Piesse

Charles|Charles Pinckney

Charles|Charles Pingle

Charles|Charles Poletti

Charles|Charles Ponsonby

Charles|Charles Poole

Charles|Charles Porter

Charles|Charles Porter

Charles|Charles Q. Tirrell

Charles|Charles R. Buckalew

Charles|Charles R. Clason

Charles|Charles R. Evans

Charles|Charles R. Farnsley

Charles|Charles R. Howell

Charles|Charles R. Imbrecht

Charles|Charles R. Jonas

Charles|Charles R. Nesbitt

Charles|Charles R. Train

Charles|Charles Rabemananjara

Charles|Charles Rangel

Charles|Charles Rawlins

Charles|Charles Revet

Charles|Charles Rich

Charles|Charles Richard

Charles|Charles Richardson

Charles|Charles Riley

Charles|Charles Robberts Swart

Charles|Charles Robert Colvile

Charles|Charles Robert Connell

Charles|Charles Robert Harrison

Charles|Charles Robert Mckeown

Charles|Charles Robert Petrie

Charles|Charles Robin Britt

Charles|Charles Robinson

Charles|Charles Robinson

Charles|Charles Rudkin

Charles|Charles Ruijs De Beerenbrouck

Charles|Charles Russell

Charles|Charles Russen

Charles|Charles S. Baker

Charles|Charles S. Benton

Charles|Charles S. Chestnut

Charles|Charles S. Moore

Charles|Charles S. Murkland

Charles|Charles S. Pendleton

Charles|Charles S. Randall

Charles|Charles S. Thomas

Charles|Charles S. Trimmier

Charles|Charles S. Witkowski

Charles|Charles Samuel Joelson

Charles|Charles Sandford

Charles|Charles Santiago

Charles|Charles Sargeant

Charles|Charles Schneider

Charles|Charles Seale Hayne

Charles|Charles Sheard

Charles|Charles Sidney Leary

Charles|Charles Siedler

Charles|Charles Simonds

Charles|Charles Sitgreaves

Charles|Charles Skelton

Charles|Charles Smith Olden

Charles|Charles Sommers

Charles|Charles Sousa

Charles|Charles Sparrow

Charles|Charles Spencer

Charles|Charles Spinasse

Charles|Charles Sreeve Peterson

Charles|Charles Statham

Charles|Charles Stenholm

Charles|Charles Stephen Booth

Charles|Charles Stephen Longuet

Charles|Charles Stetson

Charles|Charles Stewart

Charles|Charles Stewart

Charles|Charles Stewart

Charles|Charles Stewart Parnell

Charles|Charles Strange

Charles|Charles Sumner

Charles|Charles Swayze

Charles|Charles Swindall

Charles|Charles Sydney Smith

Charles|Charles T. Perry

Charles|Charles T. Tozier

Charles|Charles Taschereau Beard

Charles|Charles Tillinghast James

Charles|Charles Tran

Charles|Charles Triplett O'ferrall

Charles|Charles U. Gravatt

Charles|Charles Ugwuh

Charles|Charles Vernon Culver

Charles|Charles W. Brooks

Charles|Charles W. Buttz

Charles|Charles W. Cathcart

Charles|Charles W. Gates
